name	chrom	strand	txStart	txEnd
ENSG00000152034	6	-	100367786	100442099
ENSG00000152042	1	-	146034239	146082633
ENSG00000152049	2	+	223916862	223920353
ENSG00000152056	2	-	224623199	224702299
ENSG00000152061	1	+	174128655	174927319
ENSG00000152076	2	-	130896860	130902707
ENSG00000152078	1	+	95582894	95663163
ENSG00000152082	2	+	130939501	130948300
ENSG00000152086	2	-	130949318	130956034
ENSG00000152092	1	-	176830203	177133826
ENSG00000152093	2	+	131278770	131285579
ENSG00000152102	2	-	131805449	131851001
ENSG00000152104	1	-	214522039	214724566
ENSG00000152127	2	+	134877753	135212192
ENSG00000152128	2	-	135213330	135476570
ENSG00000152133	2	+	37311594	37323738
ENSG00000152137	12	+	119616447	119632551
ENSG00000152147	2	+	39005327	39012142
ENSG00000152154	2	+	39893059	39945103
ENSG00000152192	13	-	79172497	79177673
ENSG00000152193	13	-	79188426	79233314
ENSG00000152207	13	+	49280951	49283498
ENSG00000152208	4	+	93225550	94695707
ENSG00000152213	13	+	50202435	50208008
ENSG00000152214	18	-	40323192	40695656
ENSG00000152217	18	+	42260863	42648475
ENSG00000152219	11	+	30344598	30359774
ENSG00000152223	18	-	43427574	43547240
ENSG00000152229	18	-	43563502	43652226
ENSG00000152234	18	-	43664110	43684199
ENSG00000152240	18	+	43684298	43708299
ENSG00000152242	18	+	43753993	43846949
ENSG00000152253	2	-	169727404	169746955
ENSG00000152254	2	+	169757750	169764643
ENSG00000152256	2	+	173420697	173473397
ENSG00000152266	11	-	13513602	13517567
ENSG00000152270	11	+	14665269	14892350
ENSG00000152284	2	+	85360533	85537511
ENSG00000152291	2	-	85549017	85555147
ENSG00000152292	2	+	85661918	85664152
ENSG00000152315	14	+	90528109	90652201
ENSG00000152332	1	+	162467633	162499400
ENSG00000152348	5	+	81267844	81551958
ENSG00000152359	5	-	74969949	75013306
ENSG00000152377	5	-	136310987	136835037
ENSG00000152380	5	+	79783788	79838382
ENSG00000152382	1	-	166825747	166845564
ENSG00000152402	11	-	106557910	106889171
ENSG00000152404	11	-	107197071	107328570
ENSG00000152409	5	+	78532012	78623038
ENSG00000152413	5	-	78668459	78810040
ENSG00000152422	5	+	82373412	82649606
ENSG00000152430	2	-	198591603	198651298
ENSG00000152433	19	+	57874934	57890933
ENSG00000152439	19	+	58011309	58019529
ENSG00000152443	19	+	58258164	58269527
ENSG00000152454	19	-	58452201	58459039
ENSG00000152455	10	+	14920888	14944511
ENSG00000152457	10	-	14950170	14996047
ENSG00000152463	10	+	15085962	15115851
ENSG00000152464	10	+	15139381	15146256
ENSG00000152465	10	-	15149865	15210692
ENSG00000152467	19	+	58545434	58565999
ENSG00000152475	19	-	58878985	58892389
ENSG00000152484	13	-	27640293	27746033
ENSG00000152492	3	+	191046874	191109964
ENSG00000152495	5	+	110559784	110830584
ENSG00000152503	5	-	114460459	114515856
ENSG00000152518	2	-	43449541	43453748
ENSG00000152520	13	+	28712643	28866676
ENSG00000152527	2	+	43864412	43995126
ENSG00000152556	12	+	48499706	48539887
ENSG00000152558	11	-	102267067	102323775
ENSG00000152578	11	+	105480800	105852819
ENSG00000152580	3	-	151151282	151176497
ENSG00000152582	5	+	35617946	35814713
ENSG00000152583	4	-	88394500	88450655
ENSG00000152591	4	+	88529681	88538025
ENSG00000152592	4	+	88571459	88585513
ENSG00000152595	4	+	88742563	88767969
ENSG00000152601	3	+	151985829	152183568
ENSG00000152611	5	-	35904397	35938881
ENSG00000152620	5	-	36194332	36241900
ENSG00000152642	3	+	32148003	32210205
ENSG00000152661	6	+	121756838	121770873
ENSG00000152669	5	-	54526980	54529508
ENSG00000152670	5	+	55033852	55112985
ENSG00000152672	2	-	71035775	71047732
ENSG00000152683	2	+	32390933	32446593
ENSG00000152684	5	+	52083774	52099880
ENSG00000152689	2	+	33701295	33789798
ENSG00000152700	5	-	133936834	133968678
ENSG00000152705	5	+	134303596	134347392
ENSG00000152726	10	+	47894023	47948853
ENSG00000152749	13	+	95254157	95286899
ENSG00000152760	1	+	67218143	67244470
ENSG00000152763	1	-	67278568	67390570
ENSG00000152766	10	-	90581889	90611575
ENSG00000152767	13	+	98795505	99102023
ENSG00000152778	10	+	91174343	91180758
ENSG00000152779	10	-	91190056	91295313
ENSG00000152782	10	-	91342749	91405215
ENSG00000152784	4	+	81106424	81125480
ENSG00000152785	4	+	81952119	81978685
ENSG00000152795	4	-	83343717	83351019
ENSG00000152804	10	+	94447945	94455403
ENSG00000152818	6	+	144612965	145174170
ENSG00000152822	6	+	146348782	146758731
ENSG00000152894	6	-	128290122	128841728
ENSG00000152904	1	+	235491885	235507847
ENSG00000152910	16	+	76343794	76592580
ENSG00000152926	7	-	64432154	64451414
ENSG00000152932	5	+	57878867	58155213
ENSG00000152936	12	-	25629215	25706217
ENSG00000152939	5	+	68710939	68737883
ENSG00000152942	5	+	68665633	68710628
ENSG00000152944	12	+	27175483	27182682
ENSG00000152952	3	-	145787227	145878954
ENSG00000152953	4	+	5053169	5502725
ENSG00000152954	6	+	24126350	24147639
ENSG00000152969	4	-	6027926	6202282
ENSG00000152977	3	+	147127171	147134506
ENSG00000152990	4	-	22389007	22517677
ENSG00000153002	3	+	148508889	148577974
ENSG00000153006	5	-	64013971	64064512
ENSG00000153012	4	-	25000469	25032501
ENSG00000153015	5	+	64064757	64314590
ENSG00000153029	1	+	181003139	181031074
ENSG00000153037	5	+	112196919	112205485
ENSG00000153044	5	+	68485375	68506184
ENSG00000153046	6	+	4776669	4954490
ENSG00000153048	16	-	8946799	8962258
ENSG00000153060	16	-	10721358	10788802
ENSG00000153064	4	+	102711764	102995896
ENSG00000153066	16	-	11772936	11836734
ENSG00000153071	5	-	39371780	39425272
ENSG00000153086	2	+	135596117	135659604
ENSG00000153093	2	+	111490150	111875799
ENSG00000153094	2	+	111878506	111926024
ENSG00000153107	2	-	112525217	112642267
ENSG00000153113	5	+	95997941	96110387
ENSG00000153130	4	+	141294664	141306880
ENSG00000153132	4	-	141309609	141349122
ENSG00000153140	5	-	89688078	89705603
ENSG00000153147	4	+	144434616	144478639
ENSG00000153157	6	+	10887064	10974542
ENSG00000153162	6	+	7727030	7881655
ENSG00000153165	2	-	107021446	107084832
ENSG00000153179	12	+	65004293	65091347
ENSG00000153187	1	-	245016690	245027773
ENSG00000153201	2	+	109335937	109402267
ENSG00000153207	1	-	247002400	247094726
ENSG00000153208	2	+	112656056	112787138
ENSG00000153214	2	+	112812800	112876895
ENSG00000153230	1	+	247901917	247902861
ENSG00000153233	12	-	71031862	71314623
ENSG00000153234	2	-	157180944	157189228
ENSG00000153237	2	-	159027593	159313265
ENSG00000153246	2	-	160794362	160919121
ENSG00000153250	2	-	161128662	161350305
ENSG00000153253	2	-	165944040	166060553
ENSG00000153266	3	-	62355359	62359190
ENSG00000153283	3	+	111260965	111371088
ENSG00000153291	6	+	46620678	46645930
ENSG00000153292	6	-	46965440	47010099
ENSG00000153294	6	+	47666289	47689757
ENSG00000153303	6	-	168456425	168479839
ENSG00000153310	8	-	130851839	130952078
ENSG00000153317	8	-	131064353	131414217
ENSG00000153339	18	-	29409136	29523063
ENSG00000153347	5	+	94727048	94786141
ENSG00000153391	18	-	33048427	33077907
ENSG00000153395	5	-	1461538	1524092
ENSG00000153404	5	+	140373	190085
ENSG00000153406	16	-	4511692	4526307
ENSG00000153443	16	-	4658884	4664927
ENSG00000153446	16	-	5094123	5116111
ENSG00000153485	14	+	93651358	93653434
ENSG00000153487	13	+	111367329	111373418
ENSG00000153495	13	+	111973015	111996594
ENSG00000153498	13	+	113030633	113089003
ENSG00000153531	13	-	114076948	114107839
ENSG00000153551	3	+	32433163	32497020
ENSG00000153558	3	+	33318914	33429584
ENSG00000153560	3	-	33429828	33481870
ENSG00000153561	2	+	86947296	87005164
ENSG00000153563	2	-	87011734	87035519
ENSG00000153574	2	+	88991162	89050452
ENSG00000153575	15	+	22833395	22873892
ENSG00000153666	15	+	23255242	23268823
ENSG00000153684	15	+	28623810	28634209
ENSG00000153707	9	-	8314246	10033790
ENSG00000153714	9	+	12775020	12822130
ENSG00000153721	6	-	154708638	154831793
ENSG00000153767	3	+	120461579	120501916
ENSG00000153774	16	-	75327608	75467383
ENSG00000153779	X	+	89176955	89177882
ENSG00000153786	16	-	85009819	85045108
ENSG00000153789	16	-	85131965	85146114
ENSG00000153790	7	-	25174316	25219973
ENSG00000153802	4	-	68686594	68749750
ENSG00000153814	7	-	27870192	28220362
ENSG00000153815	16	+	81478775	81745367
ENSG00000153820	2	-	228844666	229046361
ENSG00000153822	17	+	68100995	68131744
ENSG00000153823	2	-	229888690	230135981
ENSG00000153827	2	-	230628554	230786725
ENSG00000153832	2	+	230787212	230877825
ENSG00000153879	19	+	33864236	33873592
ENSG00000153885	19	+	34289291	34305148
ENSG00000153896	19	-	35248981	35264120
ENSG00000153898	1	-	85391268	85462623
ENSG00000153902	19	-	35615417	35626104
ENSG00000153904	1	-	85784168	85930823
ENSG00000153914	5	+	65440046	65479443
ENSG00000153922	5	-	98191449	98262240
ENSG00000153930	17	+	54230836	54560007
ENSG00000153933	17	+	54911460	54946036
ENSG00000153936	1	+	87380357	87575681
ENSG00000153944	17	+	55333895	55762046
ENSG00000153956	7	-	81575760	82073114
ENSG00000153975	6	-	116956781	116989957
ENSG00000153976	17	-	13399006	13505244
ENSG00000153982	17	+	57297834	57351873
ENSG00000153989	6	+	117996665	118031803
ENSG00000153993	7	-	84624869	84751251
ENSG00000154001	14	-	63838075	64010092
ENSG00000154007	1	-	76384558	76398116
ENSG00000154016	17	-	18923986	18950950
ENSG00000154025	17	+	18855478	18924004
ENSG00000154027	1	+	77747736	78025651
ENSG00000154035	17	-	21142183	21156578
ENSG00000154040	18	+	21718942	21741564
ENSG00000154059	18	+	22006580	22033499
ENSG00000154065	18	-	21178890	21242849
ENSG00000154079	6	+	71276620	71299272
ENSG00000154080	18	-	24495595	24765281
ENSG00000154096	11	-	119288090	119294838
ENSG00000154099	16	+	84178922	84211524
ENSG00000154102	16	-	85741123	85784697
ENSG00000154114	11	+	120894830	120961484
ENSG00000154118	16	+	87636511	87731762
ENSG00000154122	5	-	14704913	14871887
ENSG00000154124	5	+	14664857	14699820
ENSG00000154127	11	+	122526383	122685181
ENSG00000154133	11	-	124753587	124768177
ENSG00000154134	11	+	124735282	124751362
ENSG00000154143	11	+	124481386	124490252
ENSG00000154144	11	+	124492776	124504698
ENSG00000154146	11	+	124609742	124617106
ENSG00000154153	5	-	16473163	16617167
ENSG00000154162	5	-	21751154	22853731
ENSG00000154165	3	+	98250743	98251960
ENSG00000154174	3	-	100082275	100120242
ENSG00000154175	3	-	100468179	100712359
ENSG00000154188	8	-	108261721	108510238
ENSG00000154217	17	+	65374271	65689129
ENSG00000154222	1	-	52816269	52831865
ENSG00000154227	15	-	100940600	101084925
ENSG00000154229	17	+	64298944	64806861
ENSG00000154237	15	+	101459420	101610317
ENSG00000154240	17	-	63631659	64187987
ENSG00000154252	2	+	242716240	242743623
ENSG00000154258	17	-	66970629	67057205
ENSG00000154262	17	-	67074843	67138015
ENSG00000154263	17	-	67144148	67240987
ENSG00000154265	17	-	67240452	67323242
ENSG00000154269	6	+	131949601	132068553
ENSG00000154274	4	+	37585855	37593448
ENSG00000154277	4	+	41258850	41270446
ENSG00000154305	1	+	222791428	222841354
ENSG00000154309	1	+	223101766	223179337
ENSG00000154310	3	-	170779128	171178197
ENSG00000154319	8	-	11278972	11324276
ENSG00000154328	8	+	11627248	11644855
ENSG00000154330	9	+	70971815	71145977
ENSG00000154342	1	+	228194752	228248961
ENSG00000154358	1	+	228395831	228566577
ENSG00000154359	8	-	12579403	12612999
ENSG00000154370	1	-	228581377	228594541
ENSG00000154380	1	-	225674537	225840844
ENSG00000154415	7	-	113516832	113559120
ENSG00000154429	1	-	229456763	229478735
ENSG00000154438	7	-	117003276	117067577
ENSG00000154447	4	-	170015407	170192256
ENSG00000154451	1	-	89724638	89738544
ENSG00000154473	10	+	124913793	124924886
ENSG00000154478	10	+	125425871	125454123
ENSG00000154479	2	-	170501935	170550943
ENSG00000154485	10	-	127455022	127464390
ENSG00000154493	10	-	128113578	128210010
ENSG00000154511	1	-	93307724	93427057
ENSG00000154518	2	-	176040986	176049335
ENSG00000154529	9	+	43684902	43924049
ENSG00000154537	9	+	44990314	44991483
ENSG00000154545	X	+	51928008	51935364
ENSG00000154548	6	-	89805678	89827800
ENSG00000154553	4	-	186422851	186456662
ENSG00000154556	4	-	186508476	186877806
ENSG00000154582	8	-	74857354	74884522
ENSG00000154589	8	+	74903587	74941322
ENSG00000154611	18	+	23713841	23773319
ENSG00000154620	Y	+	15815447	15817904
ENSG00000154639	21	+	18884700	18942418
ENSG00000154640	21	-	18965971	18985162
ENSG00000154642	21	-	19161284	19191703
ENSG00000154645	21	+	19617150	19639690
ENSG00000154646	21	-	19641433	19775973
ENSG00000154654	21	+	22370633	22915650
ENSG00000154655	18	-	5954706	6414910
ENSG00000154678	7	-	31790793	32338941
ENSG00000154710	7	+	66205720	66276451
ENSG00000154719	21	-	26957968	26979829
ENSG00000154721	21	+	27011584	27086885
ENSG00000154723	21	-	27096791	27107344
ENSG00000154727	21	+	27106881	27144771
ENSG00000154734	21	-	28208066	28217728
ENSG00000154736	21	-	28290231	28338832
ENSG00000154743	3	+	12526010	12574816
ENSG00000154760	17	-	33762115	33775856
ENSG00000154764	3	-	13857755	13921618
ENSG00000154767	3	-	14186647	14220283
ENSG00000154768	17	+	34087929	34092098
ENSG00000154781	3	+	14693271	14714166
ENSG00000154783	3	+	14860469	14975895
ENSG00000154803	17	-	17115526	17140453
ENSG00000154813	3	-	16299485	16306479
ENSG00000154814	3	+	16306706	16347594
ENSG00000154822	3	+	16926452	17132086
ENSG00000154832	18	-	47808713	47814006
ENSG00000154839	18	+	47901365	47920543
ENSG00000154845	18	-	9546789	9614556
ENSG00000154856	18	+	10454625	10489945
ENSG00000154864	18	-	10671524	11148587
ENSG00000154889	18	-	11882621	11909222
ENSG00000154914	17	+	9548854	9633008
ENSG00000154917	3	-	133543083	133614660
ENSG00000154920	17	+	48450581	48458820
ENSG00000154928	3	+	134514104	134979309
ENSG00000154930	20	-	24986868	25038818
ENSG00000154945	17	-	48770551	48785285
ENSG00000154957	17	-	11880762	11900689
ENSG00000154975	17	-	49707684	50236087
ENSG00000154978	7	-	55538306	55640218
ENSG00000154997	7	-	55861237	55930482
ENSG00000155008	X	+	84258832	84343069
ENSG00000155011	4	-	107842959	107957454
ENSG00000155016	4	+	108852525	108874613
ENSG00000155026	7	-	5965777	6010314
ENSG00000155034	7	-	5520189	5553429
ENSG00000155052	2	+	124782864	125672864
ENSG00000155066	2	+	95940201	95957051
ENSG00000155085	6	-	109814059	110012415
ENSG00000155087	8	+	103563800	103573216
ENSG00000155090	8	-	103661007	103668130
ENSG00000155093	7	-	157331760	158380371
ENSG00000155096	8	-	103838585	103876965
ENSG00000155097	8	+	104033291	104085279
ENSG00000155099	8	-	92006024	92053292
ENSG00000155100	8	+	92082424	92099323
ENSG00000155111	6	-	110931181	111136519
ENSG00000155115	6	+	111279763	111289093
ENSG00000155130	6	+	114178541	114184648
ENSG00000155158	9	-	15163620	15307358
ENSG00000155189	8	+	6565878	6617184
ENSG00000155229	10	-	99218081	99258477
ENSG00000155249	14	+	20403767	20404842
ENSG00000155252	10	+	99400443	99436191
ENSG00000155254	10	+	99473481	99477907
ENSG00000155256	10	+	99498234	99520663
ENSG00000155265	10	+	99609996	99627782
ENSG00000155269	4	+	8582293	8589275
ENSG00000155275	4	+	8442550	8478253
ENSG00000155282	9	+	67968793	67987998
ENSG00000155287	10	-	101370282	101380121
ENSG00000155304	21	-	15743436	15755508
ENSG00000155307	21	-	15857549	15955723
ENSG00000155313	21	+	17102344	17251230
ENSG00000155324	5	+	125695824	125829300
ENSG00000155329	5	-	132332677	132362296
ENSG00000155330	16	-	46836006	46865323
ENSG00000155363	1	+	113217043	113243368
ENSG00000155366	1	-	113243755	113249749
ENSG00000155367	1	-	113252616	113258099
ENSG00000155368	2	+	120124829	120130116
ENSG00000155380	1	-	113454474	113498685
ENSG00000155393	16	+	50099852	50140298
ENSG00000155428	7	-	72430016	72439997
ENSG00000155438	2	-	122484521	122494499
ENSG00000155463	14	+	23235731	23241007
ENSG00000155465	14	-	23242434	23285012
ENSG00000155495	X	+	140991680	140997174
ENSG00000155506	5	+	154092462	154197167
ENSG00000155508	5	+	154237812	154256352
ENSG00000155511	5	+	152871732	153193240
ENSG00000155530	7	+	133812052	133949343
ENSG00000155542	5	+	56205087	56213062
ENSG00000155545	5	-	56215430	56247952
ENSG00000155561	7	+	135242667	135333505
ENSG00000155592	16	-	25247322	25269252
ENSG00000155621	9	+	74526461	74588373
ENSG00000155622	X	+	52112173	52118823
ENSG00000155629	10	-	98353069	98480271
ENSG00000155636	2	+	178977182	178994383
ENSG00000155640	10	+	98741041	98745582
ENSG00000155657	2	-	179390716	179672150
ENSG00000155659	X	-	65241580	65259949
ENSG00000155660	7	-	148700154	148725733
ENSG00000155666	16	+	27215296	27232180
ENSG00000155714	16	-	21995186	22012419
ENSG00000155719	16	+	21689835	21772050
ENSG00000155729	2	-	201353675	201374786
ENSG00000155744	2	-	201838441	201936392
ENSG00000155749	2	-	202153147	202222101
ENSG00000155754	2	-	202352331	202483898
ENSG00000155755	2	-	202484907	202508240
ENSG00000155760	2	+	202899310	202903160
ENSG00000155761	1	-	118496487	118727846
ENSG00000155792	8	+	120885957	121063152
ENSG00000155816	1	+	240255180	240638489
ENSG00000155827	9	+	104296133	104325622
ENSG00000155833	9	+	105757593	105780770
ENSG00000155846	5	+	149109874	149234585
ENSG00000155849	7	-	36893966	37488852
ENSG00000155850	5	+	149340300	149366968
ENSG00000155858	5	+	157170703	157187717
ENSG00000155868	5	-	156564423	156570195
ENSG00000155875	9	-	18927656	19033186
ENSG00000155876	9	+	19049372	19051019
ENSG00000155886	9	-	19507450	19786926
ENSG00000155890	3	+	140396881	140419992
ENSG00000155893	3	+	140950670	141013748
ENSG00000155897	8	-	131792547	132054672
ENSG00000155903	3	+	141205891	141334184
ENSG00000155906	6	-	151725989	151773259
ENSG00000155918	6	-	150339470	150346607
ENSG00000155926	8	-	134049884	134072603
ENSG00000155957	12	-	66529626	66563852
ENSG00000155959	X	+	154444643	154468098
ENSG00000155961	X	-	154487526	154493874
ENSG00000155962	X	-	154505500	154563955
ENSG00000155966	X	+	147582139	148082193
ENSG00000155970	8	+	16884747	16980153
ENSG00000155974	12	-	66741211	67072753
ENSG00000155975	8	+	17104080	17155533
ENSG00000155980	12	+	57943781	57980415
ENSG00000155984	X	-	148678216	148713568
ENSG00000156006	8	+	18248755	18258728
ENSG00000156009	X	+	149009941	149014609
ENSG00000156011	8	-	18384811	18871196
ENSG00000156017	9	-	77595936	77643310
ENSG00000156026	10	+	74451889	74647452
ENSG00000156030	14	-	74181834	74227001
ENSG00000156042	10	-	75013517	75118617
ENSG00000156049	9	-	80037995	80263223
ENSG00000156050	14	-	74399213	74417117
ENSG00000156052	9	-	80331003	80646374
ENSG00000156076	12	-	65444406	65515346
